participant_id,age,gender,country,province,education,headphone_brand,stimuli,score,stimuli_group
5fiqr8ma74n55dce4kct9f,25,M,AR,,2,,E/E2/arf_00610_01166860348.wav,1.0,E2
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C7/conchita2_89.wav,2.0,C7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E6/es-AR-ElenaNeural28.wav,3.0,E6
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D9/priscilla_76.wav,3.0,D9
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B1/audio70.wav,2.0,B1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A4/sabrina_loquendo_16.wav,2.0,A4
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E1/arf_00295_01207660715.wav,5.0,E1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D8/arm_08784_00550180927.wav_GL.wav,4.0,D8
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C1/penelope2_59.wav,3.0,C1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A5/tts_dev_thomas_69.wav,2.0,A5
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B1/audio1.wav,2.0,B1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E4/arm_08784_00826337373.wav,5.0,E4
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B7/audio188.wav,2.0,B7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C8/enrique_13.wav,3.0,C8
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A7/193.wav,1.0,A7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D6/es-ES-AlvaroNeural77.wav,2.0,D6
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A5/tts_dev_thomas_50.wav,1.0,A5
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C3/pedro_45.wav,3.0,C3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D3/leticia_6.wav,3.0,D3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B7/audio152.wav,2.0,B7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E3/audio_97.wav,5.0,E3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B2/audio5.wav,3.0,B2
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A4/sabrina_loquendo_60.wav,3.0,A4
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C7/conchita2_69.wav,2.0,C7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D4/olimpiaAI_15.wav,4.0,D4
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E1/arf_00295_00534479322.wav,5.0,E1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C2/fiona2.mp3,2.0,C2
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A5/tts_dev_thomas_13.wav,1.0,A5
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B1/audio3.wav,3.0,B1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D5/es-BO-MarceloNeural8.wav,3.0,D5
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E7/es-AR-TomasNeural63.wav,3.0,E7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C7/conchita2_56.wav,3.0,C7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D7/es-ES-ElviraNeural65.wav,2.0,D7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E9/arm_09697_00024656527.wav,5.0,E9
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A2/74.wav,2.0,A2
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B1/audio170.wav,4.0,B1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D3/leticia_88.wav,2.0,D3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E6/es-AR-ElenaNeural35.wav,4.0,E6
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C7/conchita_46.wav,3.0,C7
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B3/enrique2_82.wav_GL.wav,2.0,B3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A3/audio176.wav,1.0,A3
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,A/A1/3.wav,1.0,A1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,E/E10/es-MX-JorgeNeural94.wav,3.0,E10
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,C/C1/penelope_33.wav,3.0,C1
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,B/B10/VTLP_es-AR-TomasNeural11.wav.wav,1.0,B10
0om1fva4uhily4cvg6368lr,22,M,AR,,3,,D/D9/priscilla_60.wav,3.0,D9
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B3/enrique2_84.wav_GL.wav,1.0,B3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D5/es-BO-MarceloNeural83.wav,3.0,D5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A5/tts_dev_thomas_65.wav,1.0,A5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E6/es-AR-ElenaNeural91.wav,5.0,E6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C10/mia2_94.wav,3.0,C10
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B4/7.wav,2.0,B4
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E8/es-BO-SofiaNeural59.wav,4.0,E8
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D1/f1col_6.wav,1.0,D1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A5/tts_dev_thomas_4.wav,2.0,A5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C5/albano_4.wav,3.0,C5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E4/arm_08784_01865158221.wav,5.0,E4
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B3/enrique2_74.wav_GL.wav,2.0,B3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D7/es-ES-ElviraNeural44.wav,3.0,D7
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A7/102.wav,1.0,A7
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C4/fiore_85.wav,3.0,C4
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E5/arm_00610_01683821098.wav,5.0,E5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B8/VTLP_es-BO-MarceloNeural10.wav.wav,1.0,B8
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C5/albano_46.wav,2.0,C5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D3/leticia_26.wav,3.0,D3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A3/audio53.wav,2.0,A3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E6/es-AR-ElenaNeural62.wav,2.0,E6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B1/audio72.wav,3.0,B1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A3/audio96.wav,1.0,A3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D10/lalita_77.wav,2.0,D10
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C10/mia2_53.wav,4.0,C10
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D5/es-BO-MarceloNeural95.wav,2.0,D5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B8/VTLP_es-BO-MarceloNeural57.wav.wav,1.0,B8
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E2/arf_00610_00913913795.wav,5.0,E2
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A3/audio184.wav,1.0,A3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C6/olimpia_13.wav,4.0,C6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E3/audio_54.wav,5.0,E3
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C10/mia_29.wav,2.0,C10
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B1/audio122.wav,3.0,B1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D6/es-ES-AlvaroNeural31.wav,3.0,D6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A1/6.wav,1.0,A1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C9/lupe_6.wav,3.0,C9
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A5/tts_dev_thomas_73.wav,2.0,A5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E2/arf_00610_00546762557.wav,5.0,E2
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B1/audio46.wav,2.0,B1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D5/es-BO-MarceloNeural70.wav,3.0,D5
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E4/arm_08784_01659910757.wav,5.0,E4
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C2/fiona2_68.wav,4.0,C2
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D6/es-ES-AlvaroNeural55.wav,3.0,D6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B8/VTLP_es-BO-MarceloNeural25.wav.wav,1.0,B8
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A6/96.wav,3.0,A6
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,A/A8/9.wav,3.0,A8
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,B/B9/VTLP_es-ES-ElviraNeural54.wav.wav,1.0,B9
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,C/C1/penelope2_56.wav,3.0,C1
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,E/E9/arm_09697_00250376947.wav,5.0,E9
ymxfxn696we9rp1tnnub3f,26,P,AR,Buenos Aires,5,samsung,D/D7/es-ES-ElviraNeural97.wav,2.0,D7
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C9/lupe_32.wav,2.0,C9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D10/lalita_28.wav,3.0,D10
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A5/tts_dev_thomas_64.wav,1.0,A5
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E3/audio_109.wav,5.0,E3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B2/audio157.wav,3.0,B2
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A3/audio114.wav,1.0,A3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E3/audio_26.wav,5.0,E3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B2/audio167.wav,3.0,B2
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D3/leticia_22.wav,3.0,D3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C1/penelope2_87.wav,3.0,C1
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D3/leticia_29.wav,4.0,D3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E5/arm_00610_01842803213.wav,5.0,E5
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A4/sabrina_loquendo_56.wav,1.0,A4
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B7/audio94.wav,3.0,B7
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C2/fiona2_77.wav,3.0,C2
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B7/audio73.wav,3.0,B7
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A4/sabrina_loquendo_89.wav,2.0,A4
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C3/pedro_5.wav,4.0,C3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D6/es-ES-AlvaroNeural90.wav,2.0,D6
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E1/arf_00295_01265142306.wav,5.0,E1
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E8/es-BO-SofiaNeural29.wav,3.0,E8
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D3/leticia_15.wav,3.0,D3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A4/sabrina_loquendo_96.wav,2.0,A4
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B1/audio138.wav,4.0,B1
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C9/lupe_3.wav,2.0,C9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A6/138.wav,3.0,A6
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D9/priscilla_37.wav,3.0,D9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B10/VTLP_es-AR-ElenaNeural18.wav.wav,1.0,B10
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E5/arm_00610_00853149767.wav,5.0,E5
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C8/enrique2_84.wav,2.0,C8
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B1/audio54.wav,2.0,B1
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D9/priscilla_85.wav,2.0,D9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E4/arm_08784_01759753985.wav,5.0,E4
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A3/audio98.wav,1.0,A3
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C6/olimpia_43.wav,2.0,C6
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A2/101.wav,1.0,A2
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B8/VTLP_es-BO-MarceloNeural21.wav.wav,2.0,B8
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C9/lupe_31.wav,1.0,C9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D10/lalita_14.wav,2.0,D10
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E5/arm_00610_01974159037.wav,5.0,E5
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,C/C9/lupe2_68.wav,2.0,C9
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,E/E2/arf_00610_00621699750.wav,5.0,E2
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,A/A4/sabrina_loquendo_91.wav,2.0,A4
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,D/D8/arm_08784_01474176576.wav_GL.wav,4.0,D8
9fig36z1cml41m265ckifw,25,M,AR,Buenos Aires,4,Sony,B/B2/audio96.wav,4.0,B2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D8/arm_08784_01044724774.wav_GL.wav,3.0,D8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A6/194.wav,4.0,A6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B8/VTLP_es-BO-MarceloNeural65.wav.wav,1.0,B8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C3/pedro_34.wav,2.0,C3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E9/arm_09697_01677141488.wav,4.0,E9
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D9/priscilla_47.wav,1.0,D9
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A6/171.wav,2.0,A6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E3/audio_177.wav,1.0,E3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C2/fiona_49.wav,2.0,C2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B8/VTLP_es-BO-MarceloNeural46.wav.wav,1.0,B8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C8/enrique2_51.wav,2.0,C8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D6/es-ES-AlvaroNeural44.wav,3.0,D6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B1/audio86.wav,2.0,B1
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E2/arf_00610_00912390302.wav,4.0,E2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A1/67.wav,2.0,A1
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B2/audio93.wav,1.0,B2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D6/es-ES-AlvaroNeural65.wav,4.0,D6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C10/mia2_95.wav,1.0,C10
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E10/es-MX-JorgeNeural33.wav,1.0,E10
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E3/audio_147.wav,1.0,E3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C7/conchita2_65.wav,1.0,C7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio162.wav,2.0,B7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A4/sabrina_loquendo_12.wav,3.0,A4
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D7/es-ES-ElviraNeural92.wav,1.0,D7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D3/leticia_7.wav,2.0,D3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C3/pedro_49.wav,2.0,C3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B3/enrique_46.wav_GL.wav,1.0,B3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E6/es-AR-ElenaNeural88.wav,4.0,E6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A1/55.wav,2.0,A1
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio78.wav,2.0,B7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E3/audio_276.wav,1.0,E3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D6/es-ES-AlvaroNeural40.wav,3.0,D6
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C9/lupe2_76.wav,1.0,C9
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio51.wav,2.0,B7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D4/Olimpia9-07.wav,2.0,D4
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E2/arf_00610_01772510223.wav,4.0,E2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C4/fiore_1.wav,1.0,C4
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B2/audio181.wav,1.0,B2
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D8/arm_08784_01513714309.wav_GL.wav,3.0,D8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A10/9.wav,1.0,A10
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E10/es-MX-JorgeNeural88.wav,2.0,E10
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C9/lupe2_75.wav,1.0,C9
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,A/A3/audio0.wav,2.0,A3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,D/D3/Leticia9-12.wav,1.0,D3
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,C/C8/enrique_29.wav,1.0,C8
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,B/B7/audio37.wav,2.0,B7
vj735xlt2yj805wyn5rimq,59,F,AR,Buenos Aires,2,,E/E1/arf_00295_01449532457.wav,1.0,E1
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B8/VTLP_es-BO-MarceloNeural17.wav.wav,1.0,B8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C4/fiore_45.wav,1.0,C4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A5/tts_dev_thomas_96.wav,1.0,A5
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E7/es-AR-TomasNeural44.wav,2.0,E7
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D3/leticia_32.wav,4.0,D3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E3/audio_138.wav,5.0,E3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A6/108.wav,2.0,A6
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B7/audio61.wav,2.0,B7
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D8/arm_08784_00143951174.wav_GL.wav,4.0,D8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C8/enrique2_70.wav,1.0,C8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E3/audio_195.wav,5.0,E3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D4/olimpiaAI_9.wav,2.0,D4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A4/sabrina_loquendo_40.wav,1.0,A4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C10/mia2_60.wav,3.0,C10
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B7/audio28.wav,4.0,B7
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B1/audio34.wav,3.0,B1
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D1/f1pr_8.wav,2.0,D1
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C3/pedro2_55.wav,3.0,C3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A3/audio162.wav,4.0,A3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E3/audio_258.wav,5.0,E3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A4/sabrina_loquendo_9.wav,1.0,A4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B9/VTLP_es-ES-ElviraNeural82.wav.wav,2.0,B9
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D1/f1ven_8.wav,2.0,D1
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E10/es-MX-JorgeNeural87.wav,3.0,E10
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C8/enrique2_66.wav,1.0,C8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E2/arf_00610_00670555472.wav,5.0,E2
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D9/priscilla_68.wav,2.0,D9
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A4/sabrina_loquendo_5.wav,1.0,A4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C6/olimpia_63.wav,2.0,C6
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B2/audio39.wav,2.0,B2
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B8/VTLP_es-BO-MarceloNeural97.wav.wav,3.0,B8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C6/olimpia_20.wav,2.0,C6
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D6/es-ES-AlvaroNeural28.wav,3.0,D6
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E9/arm_09697_00208692130.wav,5.0,E9
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A5/tts_dev_thomas_35.wav,1.0,A5
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A3/audio10.wav,2.0,A3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C2/fiona_47.wav,3.0,C2
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,E/E3/audio_172.wav,5.0,E3
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D4/Olimpia9-11.wav,2.0,D4
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,B/B1/audio118.wav,1.0,B1
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,A/A7/120.wav,3.0,A7
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,D/D8/arm_08784_01845380649.wav_GL.wav,5.0,D8
yteg94bzq131bqsl7uyqo,20,M,AR,Buenos Aires,3,sennheiser,C/C9/lupe2_90.wav,3.0,C9
